Clasificacion,Sexo,Edad,Cantidad,P. Maximo,P. Minimo,P. Promedio,Peso Promedio,P. Animal,Fecha,Ciudad
SEGUNDA,MC,2.5,10.0,6800.0,6800.0,6800.0,357.0,2427600.0,2023-11-30,MONTERIA
SEGUNDA,MC,2.25,44.0,7100.0,6200.0,6620.0,306.0,2027044.0,2023-11-30,MONTERIA
SEGUNDA,MC,3.0,3.0,6900.0,6900.0,6900.0,404.0,2787600.0,2023-11-30,MONTERIA
SEGUNDA,TO,3.0,2.0,7300.0,6800.0,7050.0,590.0,4159500.0,2023-11-30,MONTERIA
SEGUNDA,HL,,35.0,7500.0,6200.0,6925.0,108.0,753093.0,2023-11-30,MONTERIA
SEGUNDA,HL,1.5,2.0,6000.0,6000.0,6000.0,203.0,1218000.0,2023-11-30,MONTERIA
SEGUNDA,HL,1.3333333333333333,1.0,5300.0,5300.0,5300.0,240.0,1272000.0,2023-11-30,MONTERIA
SEGUNDA,HL,1.25,16.0,6500.0,6500.0,6500.0,168.0,1092000.0,2023-11-30,MONTERIA
SEGUNDA,HV,2.0,29.0,6600.0,5200.0,6050.0,258.0,1565437.0,2023-11-30,MONTERIA
SEGUNDA,HV,2.25,38.0,6950.0,5900.0,6408.0,338.0,2167084.0,2023-11-30,MONTERIA
SEGUNDA,VE,2.0,3.0,5300.0,5300.0,5300.0,255.0,1351500.0,2023-11-30,MONTERIA
SEGUNDA,VE,2.5,16.0,5700.0,4600.0,5250.0,336.0,1765312.0,2023-11-30,MONTERIA
SEGUNDA,VE,2.25,20.0,5700.0,4200.0,5160.0,362.0,1871016.0,2023-11-30,MONTERIA
SEGUNDA,VE,3.0,36.0,6300.0,5500.0,5972.0,450.0,2690817.0,2023-11-30,MONTERIA
PRIMERA,ML,,10.0,7300.0,7300.0,7300.0,121.0,883300.0,2023-12-07,MONTERIA
PRIMERA,ML,1.0,10.0,7100.0,7100.0,7100.0,142.0,1008200.0,2023-12-07,MONTERIA
PRIMERA,ML,1.25,54.0,7600.0,6700.0,7125.0,159.0,1136437.0,2023-12-07,MONTERIA
PRIMERA,MC,1.3333333333333333,25.0,7250.0,7250.0,7250.0,244.0,1769000.0,2023-12-07,MONTERIA
PRIMERA,MC,2.0,76.0,7500.0,6100.0,6975.0,262.0,1827450.0,2023-12-07,MONTERIA
PRIMERA,MC,3.0,5.0,7400.0,7400.0,7400.0,473.0,3500200.0,2023-12-07,MONTERIA
PRIMERA,TO,3.0,4.0,6750.0,6500.0,6616.0,637.0,4214816.0,2023-12-07,MONTERIA
PRIMERA,HL,1.0,1.0,6800.0,6800.0,6800.0,146.0,992800.0,2023-12-07,MONTERIA
PRIMERA,HL,1.5,26.0,6900.0,6400.0,6650.0,190.0,1263500.0,2023-12-07,MONTERIA
PRIMERA,HL,1.25,14.0,6300.0,6200.0,6250.0,164.0,1025000.0,2023-12-07,MONTERIA
PRIMERA,HV,2.5,43.0,6500.0,6100.0,6330.0,335.0,2120550.0,2023-12-07,MONTERIA
PRIMERA,HV,2.25,18.0,6450.0,6300.0,6375.0,331.0,2110125.0,2023-12-07,MONTERIA
PRIMERA,HV,3.0,6.0,6650.0,6300.0,6475.0,456.0,2952600.0,2023-12-07,MONTERIA
PRIMERA,VE,2.5,5.0,5700.0,5700.0,5700.0,349.0,1989300.0,2023-12-07,MONTERIA
PRIMERA,VE,3.0,22.0,6400.0,5600.0,5980.0,467.0,2793856.0,2023-12-07,MONTERIA
PRIMERA,VP,3.0,2.0,5100.0,5100.0,5100.0,504.0,2570400.0,2023-12-07,MONTERIA
SEGUNDA,ML,,19.0,6000.0,6000.0,6000.0,112.0,672000.0,2023-12-07,MONTERIA
SEGUNDA,ML,1.0,28.0,6600.0,5000.0,6075.0,134.0,818606.0,2023-12-07,MONTERIA
SEGUNDA,ML,1.5,23.0,5600.0,5600.0,5600.0,198.0,1111600.0,2023-12-07,MONTERIA
SEGUNDA,ML,1.3333333333333333,41.0,6200.0,6200.0,6200.0,230.0,1426000.0,2023-12-07,MONTERIA
SEGUNDA,ML,1.25,10.0,5700.0,5700.0,5700.0,170.0,971850.0,2023-12-07,MONTERIA
SEGUNDA,MC,2.0,32.0,7000.0,4300.0,5990.0,265.0,1589746.0,2023-12-07,MONTERIA
SEGUNDA,MC,2.5,16.0,7050.0,7050.0,7050.0,331.0,2333550.0,2023-12-07,MONTERIA
SEGUNDA,MC,2.25,22.0,7200.0,6000.0,6675.0,295.0,1974131.0,2023-12-07,MONTERIA
SEGUNDA,MC,3.0,1.0,7000.0,7000.0,7000.0,430.0,3010000.0,2023-12-07,MONTERIA
SEGUNDA,TO,3.0,2.0,7000.0,6700.0,6850.0,779.0,5336150.0,2023-12-07,MONTERIA
SEGUNDA,HL,1.0,10.0,5800.0,5800.0,5800.0,132.0,765600.0,2023-12-07,MONTERIA
SEGUNDA,HL,1.3333333333333333,17.0,6000.0,5100.0,5550.0,229.0,1273725.0,2023-12-07,MONTERIA
SEGUNDA,HL,1.25,22.0,6100.0,6100.0,6100.0,176.0,1073600.0,2023-12-07,MONTERIA
SEGUNDA,HV,2.0,22.0,6150.0,3000.0,4616.0,266.0,1228033.0,2023-12-07,MONTERIA
SEGUNDA,HV,2.25,2.0,6300.0,6300.0,6300.0,369.0,2324700.0,2023-12-07,MONTERIA
SEGUNDA,HV,3.0,2.0,6100.0,6100.0,6100.0,502.0,3062200.0,2023-12-07,MONTERIA
SEGUNDA,VE,2.0,2.0,5200.0,5200.0,5200.0,278.0,1445600.0,2023-12-07,MONTERIA
SEGUNDA,VE,2.5,20.0,5800.0,5200.0,5433.0,328.0,1785755.0,2023-12-07,MONTERIA
SEGUNDA,VE,2.25,40.0,5900.0,5100.0,5480.0,361.0,1981568.0,2023-12-07,MONTERIA
SEGUNDA,VE,3.0,9.0,6050.0,5900.0,5975.0,488.0,2915800.0,2023-12-07,MONTERIA
SEGUNDA,VP,2.25,2.0,4200.0,4200.0,4200.0,373.0,1566600.0,2023-12-07,MONTERIA
SEGUNDA,VP,3.0,2.0,5400.0,5400.0,5400.0,597.0,3223800.0,2023-12-07,MONTERIA
PRIMERA,ML,,5.0,7200.0,7200.0,7200.0,126.0,907200.0,2023-12-14,MONTERIA
PRIMERA,ML,1.0,45.0,7200.0,6800.0,7000.0,137.0,959000.0,2023-12-14,MONTERIA
PRIMERA,ML,1.5,41.0,8200.0,7600.0,7900.0,209.0,1651100.0,2023-12-14,MONTERIA
PRIMERA,ML,1.3333333333333333,32.0,7250.0,6700.0,6975.0,242.0,1687950.0,2023-12-14,MONTERIA
PRIMERA,ML,1.25,37.0,7700.0,7300.0,7550.0,162.0,1228762.0,2023-12-14,MONTERIA
PRIMERA,TO,3.0,7.0,7350.0,7100.0,7228.0,673.0,4869991.0,2023-12-14,MONTERIA
PRIMERA,HL,,3.0,6500.0,6500.0,6500.0,127.0,825500.0,2023-12-14,MONTERIA
PRIMERA,HL,1.5,13.0,6900.0,6900.0,6900.0,193.0,1335150.0,2023-12-14,MONTERIA
PRIMERA,HL,1.3333333333333333,28.0,7250.0,6300.0,6683.0,230.0,1541622.0,2023-12-14,MONTERIA
PRIMERA,HL,1.25,43.0,6300.0,6200.0,6250.0,157.0,984375.0,2023-12-14,MONTERIA
PRIMERA,HV,2.0,61.0,6700.0,5600.0,6200.0,269.0,1671520.0,2023-12-14,MONTERIA
PRIMERA,HV,2.5,64.0,6650.0,6250.0,6512.0,341.0,2224018.0,2023-12-14,MONTERIA
PRIMERA,HV,2.25,49.0,6400.0,6000.0,6287.0,335.0,2106312.0,2023-12-14,MONTERIA
PRIMERA,HV,3.0,7.0,6650.0,6250.0,6450.0,454.0,2930450.0,2023-12-14,MONTERIA
PRIMERA,VE,2.5,4.0,5800.0,5800.0,5800.0,350.0,2030000.0,2023-12-14,MONTERIA
PRIMERA,VE,2.25,27.0,6550.0,5700.0,6100.0,388.0,2368325.0,2023-12-14,MONTERIA
PRIMERA,VE,3.0,42.0,6200.0,5700.0,5950.0,478.0,2848860.0,2023-12-14,MONTERIA
PRIMERA,VP,3.0,15.0,6300.0,5800.0,6000.0,496.0,2978000.0,2023-12-14,MONTERIA
SEGUNDA,ML,,1.0,5600.0,5600.0,5600.0,112.0,627200.0,2023-12-14,MONTERIA
SEGUNDA,ML,1.0,22.0,6700.0,3600.0,5150.0,146.0,751900.0,2023-12-14,MONTERIA
SEGUNDA,ML,1.5,75.0,7200.0,5100.0,6550.0,202.0,1326375.0,2023-12-14,MONTERIA
SEGUNDA,ML,1.3333333333333333,13.0,6100.0,6100.0,6100.0,224.0,1366400.0,2023-12-14,MONTERIA
SEGUNDA,ML,1.25,39.0,7400.0,5500.0,6557.0,164.0,1080055.0,2023-12-14,MONTERIA
SEGUNDA,MC,2.0,15.0,6800.0,5500.0,6325.0,269.0,1704587.0,2023-12-14,MONTERIA
SEGUNDA,MC,2.5,35.0,7050.0,6600.0,6787.0,350.0,2377321.0,2023-12-14,MONTERIA
SEGUNDA,MC,2.25,25.0,7000.0,6000.0,6675.0,302.0,2017518.0,2023-12-14,MONTERIA
SEGUNDA,MC,3.0,50.0,7500.0,6800.0,7230.0,449.0,3247716.0,2023-12-14,MONTERIA
SEGUNDA,TO,3.0,2.0,6800.0,6800.0,6800.0,470.0,3196000.0,2023-12-14,MONTERIA
SEGUNDA,HL,,1.0,6500.0,6500.0,6500.0,127.0,825500.0,2023-12-14,MONTERIA
SEGUNDA,HL,1.0,20.0,6200.0,5600.0,5933.0,137.0,814844.0,2023-12-14,MONTERIA
SEGUNDA,HL,1.5,19.0,6400.0,6400.0,6400.0,188.0,1203200.0,2023-12-14,MONTERIA
SEGUNDA,HL,1.3333333333333333,14.0,5800.0,5800.0,5800.0,227.0,1316600.0,2023-12-14,MONTERIA
SEGUNDA,HV,1.3333333333333333,1.0,5400.0,5400.0,5400.0,246.0,1328400.0,2023-12-14,MONTERIA
SEGUNDA,HV,2.0,7.0,5900.0,5900.0,5900.0,274.0,1616600.0,2023-12-14,MONTERIA
SEGUNDA,HV,2.5,15.0,6400.0,6000.0,6200.0,350.0,2173100.0,2023-12-14,MONTERIA
SEGUNDA,HV,2.25,9.0,6200.0,5000.0,5675.0,301.0,1708175.0,2023-12-14,MONTERIA
SEGUNDA,VE,2.5,17.0,6150.0,5500.0,5825.0,357.0,2082437.0,2023-12-14,MONTERIA
SEGUNDA,VE,2.25,47.0,6300.0,4100.0,5730.0,385.0,2209488.0,2023-12-14,MONTERIA
SEGUNDA,VE,3.0,44.0,6300.0,5500.0,5918.0,461.0,2728543.0,2023-12-14,MONTERIA
SEGUNDA,VP,3.0,14.0,6000.0,5200.0,5700.0,494.0,2817700.0,2023-12-14,MONTERIA
PRIMERA,ML,,31.0,6800.0,6500.0,6650.0,111.0,741475.0,2023-12-21,MONTERIA
PRIMERA,ML,1.5,50.0,8300.0,7600.0,7950.0,207.0,1645650.0,2023-12-21,MONTERIA
PRIMERA,ML,1.3333333333333333,24.0,8400.0,7600.0,8000.0,232.0,1856000.0,2023-12-21,MONTERIA
PRIMERA,MC,2.5,66.0,7700.0,7350.0,7525.0,348.0,2624343.0,2023-12-21,MONTERIA
PRIMERA,MC,3.0,19.0,7700.0,7100.0,7400.0,436.0,3226400.0,2023-12-21,MONTERIA
PRIMERA,TO,3.0,5.0,7150.0,6600.0,6910.0,673.0,4654576.0,2023-12-21,MONTERIA
PRIMERA,HL,,9.0,6000.0,6000.0,6000.0,125.0,750000.0,2023-12-21,MONTERIA
PRIMERA,HL,1.0,22.0,6500.0,5800.0,6233.0,141.0,880977.0,2023-12-21,MONTERIA
PRIMERA,HL,1.5,70.0,8100.0,6400.0,6840.0,199.0,1366632.0,2023-12-21,MONTERIA
PRIMERA,HL,1.3333333333333333,12.0,7100.0,7100.0,7100.0,238.0,1689800.0,2023-12-21,MONTERIA
PRIMERA,HL,1.25,74.0,8000.0,5600.0,6685.0,160.0,1070669.0,2023-12-21,MONTERIA
PRIMERA,HV,2.0,29.0,6400.0,6100.0,6250.0,260.0,1628125.0,2023-12-21,MONTERIA
PRIMERA,HV,2.5,3.0,6500.0,6500.0,6500.0,359.0,2333500.0,2023-12-21,MONTERIA
PRIMERA,HV,2.25,8.0,6550.0,4800.0,5850.0,332.0,1942200.0,2023-12-21,MONTERIA
PRIMERA,HV,3.0,2.0,6450.0,6300.0,6375.0,461.0,2938875.0,2023-12-21,MONTERIA
PRIMERA,VE,2.25,21.0,6000.0,5900.0,5950.0,349.0,2079525.0,2023-12-21,MONTERIA
PRIMERA,VP,2.25,21.0,5400.0,5100.0,5250.0,376.0,1974000.0,2023-12-21,MONTERIA
PRIMERA,VP,3.0,12.0,5300.0,4900.0,5100.0,472.0,2409750.0,2023-12-21,MONTERIA
SEGUNDA,ML,,9.0,5000.0,5000.0,5000.0,103.0,515000.0,2023-12-21,MONTERIA
SEGUNDA,ML,1.5,64.0,8400.0,5300.0,7133.0,197.0,1405266.0,2023-12-21,MONTERIA
SEGUNDA,ML,1.3333333333333333,20.0,6600.0,6600.0,6600.0,235.0,1551000.0,2023-12-21,MONTERIA
SEGUNDA,ML,1.25,16.0,7200.0,7200.0,7200.0,162.0,1166400.0,2023-12-21,MONTERIA
SEGUNDA,ML,2.0,2.0,7300.0,7300.0,7300.0,268.0,1956400.0,2023-12-21,MONTERIA
SEGUNDA,MC,2.0,81.0,7300.0,6200.0,7000.0,267.0,1870400.0,2023-12-21,MONTERIA
SEGUNDA,MC,2.5,18.0,7300.0,7300.0,7300.0,322.0,2350600.0,2023-12-21,MONTERIA
SEGUNDA,MC,2.25,82.0,7600.0,6200.0,7025.0,308.0,2167212.0,2023-12-21,MONTERIA
SEGUNDA,MC,3.0,4.0,7100.0,7100.0,7100.0,400.0,2840000.0,2023-12-21,MONTERIA
SEGUNDA,HL,,23.0,5900.0,5900.0,5900.0,107.0,631300.0,2023-12-21,MONTERIA
SEGUNDA,HL,1.0,3.0,6300.0,6300.0,6300.0,147.0,926100.0,2023-12-21,MONTERIA
SEGUNDA,HL,1.5,1.0,3000.0,3000.0,3000.0,188.0,564000.0,2023-12-21,MONTERIA
SEGUNDA,HV,2.5,11.0,6350.0,6100.0,6183.0,337.0,2087905.0,2023-12-21,MONTERIA
SEGUNDA,HV,2.25,24.0,6650.0,6050.0,6383.0,347.0,2219272.0,2023-12-21,MONTERIA
SEGUNDA,VE,2.5,56.0,6000.0,5700.0,5820.0,340.0,1979964.0,2023-12-21,MONTERIA
SEGUNDA,VE,2.25,59.0,5900.0,3000.0,5400.0,331.0,1791900.0,2023-12-21,MONTERIA
SEGUNDA,VE,3.0,40.0,6300.0,5000.0,5750.0,448.0,2576821.0,2023-12-21,MONTERIA
SEGUNDA,VP,2.5,10.0,5200.0,5200.0,5200.0,355.0,1846000.0,2023-12-21,MONTERIA
SEGUNDA,VP,2.25,1.0,4000.0,4000.0,4000.0,360.0,1440000.0,2023-12-21,MONTERIA
SEGUNDA,VP,3.0,9.0,5350.0,5350.0,5350.0,592.0,3167200.0,2023-12-21,MONTERIA
PRIMERA,ML,,33.0,7800.0,7700.0,7750.0,108.0,840875.0,2024-01-11,MONTERIA
PRIMERA,ML,1.5,21.0,7400.0,7400.0,7400.0,194.0,1435600.0,2024-01-11,MONTERIA
PRIMERA,ML,1.3333333333333333,26.0,7750.0,7300.0,7525.0,240.0,1809762.0,2024-01-11,MONTERIA
PRIMERA,ML,1.25,23.0,8500.0,8000.0,8266.0,159.0,1319911.0,2024-01-11,MONTERIA
PRIMERA,MC,1.3333333333333333,12.0,7500.0,7500.0,7500.0,233.0,1747500.0,2024-01-11,MONTERIA
PRIMERA,MC,2.0,64.0,8250.0,7000.0,7680.0,261.0,2006016.0,2024-01-11,MONTERIA
PRIMERA,MC,2.5,19.0,7650.0,7650.0,7650.0,331.0,2532150.0,2024-01-11,MONTERIA
PRIMERA,MC,2.25,60.0,8600.0,7550.0,7900.0,294.0,2327866.0,2024-01-11,MONTERIA
PRIMERA,MC,3.0,3.0,7200.0,6950.0,7075.0,437.0,3095312.0,2024-01-11,MONTERIA
PRIMERA,TO,3.0,5.0,7500.0,6850.0,7130.0,684.0,4876920.0,2024-01-11,MONTERIA
PRIMERA,HL,,5.0,6900.0,6900.0,6900.0,118.0,814200.0,2024-01-11,MONTERIA
PRIMERA,HL,1.0,27.0,7000.0,6300.0,6733.0,136.0,915733.0,2024-01-11,MONTERIA
PRIMERA,HL,1.5,6.0,6800.0,6800.0,6800.0,181.0,1230800.0,2024-01-11,MONTERIA
PRIMERA,HL,1.3333333333333333,4.0,6500.0,6500.0,6500.0,230.0,1495000.0,2024-01-11,MONTERIA
PRIMERA,HL,1.25,21.0,7000.0,7000.0,7000.0,166.0,1162000.0,2024-01-11,MONTERIA
PRIMERA,HV,2.0,10.0,6150.0,6150.0,6150.0,273.0,1678950.0,2024-01-11,MONTERIA
PRIMERA,HV,2.5,2.0,6250.0,6250.0,6250.0,336.0,2100000.0,2024-01-11,MONTERIA
PRIMERA,HV,2.25,18.0,6550.0,6250.0,6383.0,344.0,2200122.0,2024-01-11,MONTERIA
PRIMERA,VE,2.5,9.0,5750.0,5750.0,5750.0,352.0,2024000.0,2024-01-11,MONTERIA
PRIMERA,VE,2.25,5.0,5950.0,5950.0,5950.0,370.0,2201500.0,2024-01-11,MONTERIA
PRIMERA,VE,3.0,37.0,6500.0,5800.0,6114.0,439.0,2687665.0,2024-01-11,MONTERIA
PRIMERA,VP,3.0,8.0,5600.0,5600.0,5600.0,478.0,2676800.0,2024-01-11,MONTERIA
SEGUNDA,ML,,3.0,6700.0,6700.0,6700.0,117.0,783900.0,2024-01-11,MONTERIA
SEGUNDA,ML,1.0,7.0,7100.0,4000.0,5966.0,135.0,809477.0,2024-01-11,MONTERIA
SEGUNDA,ML,1.5,26.0,7800.0,5200.0,6500.0,195.0,1270750.0,2024-01-11,MONTERIA
SEGUNDA,ML,1.25,29.0,7700.0,7300.0,7533.0,163.0,1230444.0,2024-01-11,MONTERIA
SEGUNDA,MC,2.0,20.0,7450.0,7450.0,7450.0,259.0,1929550.0,2024-01-11,MONTERIA
SEGUNDA,MC,2.5,18.0,7000.0,7000.0,7000.0,323.0,2261000.0,2024-01-11,MONTERIA
SEGUNDA,MC,2.25,2.0,7200.0,7200.0,7200.0,311.0,2239200.0,2024-01-11,MONTERIA
SEGUNDA,MC,3.0,8.0,7250.0,7100.0,7183.0,431.0,3100805.0,2024-01-11,MONTERIA
SEGUNDA,TO,3.0,2.0,6950.0,6850.0,6900.0,546.0,3767400.0,2024-01-11,MONTERIA
SEGUNDA,HL,1.0,2.0,6900.0,6900.0,6900.0,146.0,1007400.0,2024-01-11,MONTERIA
SEGUNDA,HL,1.25,12.0,6800.0,5900.0,6475.0,161.0,1047331.0,2024-01-11,MONTERIA
SEGUNDA,HV,2.5,2.0,5950.0,5950.0,5950.0,329.0,1957550.0,2024-01-11,MONTERIA
SEGUNDA,HV,2.25,22.0,6200.0,5850.0,6025.0,332.0,2000300.0,2024-01-11,MONTERIA
SEGUNDA,HV,3.0,8.0,5950.0,5950.0,5950.0,401.0,2385950.0,2024-01-11,MONTERIA
SEGUNDA,VE,2.5,11.0,5800.0,5600.0,5712.0,345.0,1970812.0,2024-01-11,MONTERIA
SEGUNDA,VE,2.25,11.0,5750.0,5200.0,5516.0,358.0,1974966.0,2024-01-11,MONTERIA
SEGUNDA,VE,3.0,31.0,6200.0,5600.0,5950.0,463.0,2757081.0,2024-01-11,MONTERIA
SEGUNDA,VP,3.0,11.0,6000.0,6000.0,6000.0,535.0,3210000.0,2024-01-11,MONTERIA
PRIMERA,ML,,6.0,7700.0,7700.0,7700.0,123.0,947100.0,2024-01-18,MONTERIA
PRIMERA,ML,1.0,26.0,8300.0,7400.0,7850.0,138.0,1087225.0,2024-01-18,MONTERIA
PRIMERA,ML,1.5,88.0,8100.0,6100.0,7383.0,199.0,1472975.0,2024-01-18,MONTERIA
PRIMERA,ML,1.3333333333333333,98.0,8600.0,6800.0,7800.0,242.0,1888900.0,2024-01-18,MONTERIA
PRIMERA,ML,1.25,57.0,8400.0,7400.0,7983.0,165.0,1322572.0,2024-01-18,MONTERIA
PRIMERA,MC,3.0,57.0,7450.0,6900.0,7291.0,461.0,3363888.0,2024-01-18,MONTERIA
PRIMERA,TO,3.0,5.0,7500.0,7100.0,7240.0,689.0,4992704.0,2024-01-18,MONTERIA
PRIMERA,HL,,6.0,6700.0,3000.0,4850.0,99.0,482575.0,2024-01-18,MONTERIA
PRIMERA,HL,1.0,37.0,6700.0,6300.0,6433.0,146.0,939266.0,2024-01-18,MONTERIA
PRIMERA,HL,1.5,74.0,8000.0,6200.0,6716.0,198.0,1329900.0,2024-01-18,MONTERIA
PRIMERA,HL,1.3333333333333333,14.0,6900.0,6400.0,6600.0,243.0,1606000.0,2024-01-18,MONTERIA
PRIMERA,HL,1.25,49.0,6600.0,6100.0,6333.0,164.0,1038666.0,2024-01-18,MONTERIA
PRIMERA,HV,2.0,25.0,7100.0,6600.0,6850.0,264.0,1811825.0,2024-01-18,MONTERIA
PRIMERA,HV,2.5,10.0,6650.0,6650.0,6650.0,336.0,2234400.0,2024-01-18,MONTERIA
PRIMERA,HV,2.25,10.0,6500.0,6200.0,6383.0,379.0,2419283.0,2024-01-18,MONTERIA
PRIMERA,HV,3.0,15.0,6300.0,6200.0,6250.0,427.0,2668750.0,2024-01-18,MONTERIA
PRIMERA,VE,2.5,33.0,5800.0,5500.0,5666.0,344.0,1953111.0,2024-01-18,MONTERIA
PRIMERA,VE,2.25,53.0,6400.0,5850.0,6005.0,375.0,2255419.0,2024-01-18,MONTERIA
PRIMERA,VE,3.0,97.0,6550.0,5950.0,6211.0,464.0,2882300.0,2024-01-18,MONTERIA
PRIMERA,VP,2.25,1.0,5400.0,5400.0,5400.0,384.0,2073600.0,2024-01-18,MONTERIA
PRIMERA,VP,3.0,1.0,6100.0,6100.0,6100.0,400.0,2440000.0,2024-01-18,MONTERIA
SEGUNDA,ML,,14.0,6400.0,6200.0,6300.0,109.0,689850.0,2024-01-18,MONTERIA
SEGUNDA,ML,1.0,19.0,7800.0,7800.0,7800.0,142.0,1107600.0,2024-01-18,MONTERIA
SEGUNDA,ML,1.5,20.0,7400.0,6800.0,7075.0,194.0,1377856.0,2024-01-18,MONTERIA
SEGUNDA,ML,1.3333333333333333,54.0,7200.0,6700.0,6925.0,229.0,1585825.0,2024-01-18,MONTERIA
SEGUNDA,ML,1.25,3.0,7100.0,7100.0,7100.0,177.0,1256700.0,2024-01-18,MONTERIA
SEGUNDA,MC,2.0,22.0,7100.0,2000.0,5366.0,256.0,1375655.0,2024-01-18,MONTERIA
SEGUNDA,MC,2.5,24.0,7000.0,6700.0,6850.0,333.0,2281050.0,2024-01-18,MONTERIA
SEGUNDA,MC,2.25,12.0,7850.0,5400.0,6658.0,326.0,2171726.0,2024-01-18,MONTERIA
SEGUNDA,MC,3.0,2.0,7000.0,6750.0,6875.0,439.0,3018125.0,2024-01-18,MONTERIA
SEGUNDA,TO,3.0,2.0,7150.0,7150.0,7150.0,613.0,4382950.0,2024-01-18,MONTERIA
SEGUNDA,HL,,3.0,4400.0,4400.0,4400.0,71.0,312400.0,2024-01-18,MONTERIA
SEGUNDA,HL,1.0,21.0,6400.0,6400.0,6400.0,149.0,953600.0,2024-01-18,MONTERIA
SEGUNDA,HV,2.25,3.0,6300.0,5700.0,6000.0,329.0,1974000.0,2024-01-18,MONTERIA
SEGUNDA,HV,3.0,4.0,6400.0,6300.0,6350.0,429.0,2727325.0,2024-01-18,MONTERIA
SEGUNDA,VE,2.0,1.0,4400.0,4400.0,4400.0,270.0,1188000.0,2024-01-18,MONTERIA
SEGUNDA,VE,2.5,4.0,5900.0,5300.0,5600.0,330.0,1850800.0,2024-01-18,MONTERIA
SEGUNDA,VE,2.25,11.0,6100.0,5400.0,5750.0,334.0,1922800.0,2024-01-18,MONTERIA
SEGUNDA,VE,3.0,26.0,6550.0,5800.0,6065.0,478.0,2902102.0,2024-01-18,MONTERIA
SEGUNDA,VP,2.5,1.0,5100.0,5100.0,5100.0,326.0,1662600.0,2024-01-18,MONTERIA
SEGUNDA,VP,3.0,1.0,5700.0,5700.0,5700.0,446.0,2542200.0,2024-01-18,MONTERIA
PRIMERA,ML,1.0,2.0,7800.0,7800.0,7800.0,146.0,1138800.0,2024-01-25,MONTERIA
PRIMERA,ML,1.5,61.0,8200.0,7200.0,7700.0,210.0,1620850.0,2024-01-25,MONTERIA
PRIMERA,ML,1.25,12.0,8000.0,7800.0,7900.0,152.0,1206066.0,2024-01-25,MONTERIA
PRIMERA,MC,3.0,13.0,7250.0,7050.0,7150.0,474.0,3389100.0,2024-01-25,MONTERIA
PRIMERA,TO,3.0,10.0,7100.0,6700.0,6855.0,704.0,4825920.0,2024-01-25,MONTERIA
PRIMERA,HL,,1.0,6700.0,6700.0,6700.0,108.0,723600.0,2024-01-25,MONTERIA
PRIMERA,HL,1.0,8.0,6700.0,6700.0,6700.0,138.0,924600.0,2024-01-25,MONTERIA
PRIMERA,HL,1.5,7.0,6200.0,6200.0,6200.0,189.0,1171800.0,2024-01-25,MONTERIA
PRIMERA,HL,1.3333333333333333,5.0,6300.0,6300.0,6300.0,238.0,1499400.0,2024-01-25,MONTERIA
PRIMERA,HL,1.25,4.0,6500.0,6500.0,6500.0,178.0,1157000.0,2024-01-25,MONTERIA
PRIMERA,HL,2.0,1.0,6000.0,6000.0,6000.0,250.0,1500000.0,2024-01-25,MONTERIA
PRIMERA,HV,2.0,65.0,6500.0,5800.0,6220.0,267.0,1663228.0,2024-01-25,MONTERIA
PRIMERA,HV,2.5,20.0,6200.0,6200.0,6200.0,324.0,2008800.0,2024-01-25,MONTERIA
PRIMERA,HV,2.25,16.0,6100.0,5750.0,5912.0,359.0,2127021.0,2024-01-25,MONTERIA
PRIMERA,VE,2.5,1.0,5550.0,5550.0,5550.0,356.0,1975800.0,2024-01-25,MONTERIA
PRIMERA,VE,2.25,61.0,6100.0,5200.0,5715.0,369.0,2112835.0,2024-01-25,MONTERIA
PRIMERA,VE,3.0,98.0,6250.0,5500.0,5873.0,470.0,2763722.0,2024-01-25,MONTERIA
PRIMERA,VP,3.0,4.0,5800.0,5200.0,5566.0,455.0,2536544.0,2024-01-25,MONTERIA
SEGUNDA,ML,1.0,19.0,7500.0,7200.0,7350.0,142.0,1047375.0,2024-01-25,MONTERIA
SEGUNDA,ML,1.5,49.0,6700.0,4800.0,6125.0,200.0,1229593.0,2024-01-25,MONTERIA
SEGUNDA,ML,1.25,48.0,7000.0,5800.0,6433.0,158.0,1016466.0,2024-01-25,MONTERIA
SEGUNDA,MC,2.0,7.0,8350.0,6300.0,7325.0,266.0,1948450.0,2024-01-25,MONTERIA
SEGUNDA,MC,2.5,39.0,6800.0,6200.0,6400.0,336.0,2151680.0,2024-01-25,MONTERIA
SEGUNDA,MC,2.25,23.0,7000.0,4800.0,5900.0,301.0,1778850.0,2024-01-25,MONTERIA
SEGUNDA,TO,3.0,2.0,7150.0,7000.0,7075.0,492.0,3480900.0,2024-01-25,MONTERIA
SEGUNDA,HL,1.0,2.0,6700.0,6700.0,6700.0,138.0,924600.0,2024-01-25,MONTERIA
SEGUNDA,HL,1.5,9.0,6100.0,6100.0,6100.0,211.0,1287100.0,2024-01-25,MONTERIA
SEGUNDA,HL,1.25,12.0,6300.0,6300.0,6300.0,171.0,1077300.0,2024-01-25,MONTERIA
SEGUNDA,HV,2.5,24.0,5850.0,5200.0,5637.0,337.0,1901246.0,2024-01-25,MONTERIA
SEGUNDA,HV,2.25,7.0,6150.0,6150.0,6150.0,375.0,2306250.0,2024-01-25,MONTERIA
SEGUNDA,VE,2.5,25.0,5800.0,5200.0,5600.0,333.0,1869000.0,2024-01-25,MONTERIA
